complaint_text,issue_type
Garbage is not collected for weeks in MG Road,garbage
Traffic signals are malfunctioning at 5th Avenue intersection,traffic_signal
Traffic signal timing is wrong on Pine Road,traffic_signal
Broken traffic light on Oak Street road causing traffic jams,traffic_signal
Noise pollution from Park Lane is unbearable,noise
Potholes are damaging vehicles on Cedar Street,pothole
High noise levels from MG Road factory,noise
Road is cracked and unsafe on Elm Street,road_damage
Fix water leakage issue on Maple Avenue immediately,water_leakage
Road potholes and cracks on Oak Street,road_damage
Constant noise near Birch Avenue affecting residents,noise
Public toilet near Pine Road is dirty and unusable,sanitation
Garbage dumping near 5th Avenue is causing health issues,garbage
Traffic signals on Park Lane are not working,traffic_signal
Constant noise near Birch Avenue affecting residents,noise
Dark street due to faulty streetlights on Birch Avenue,streetlight
Garbage dumping near Elm Street is causing health issues,garbage
Unsafe road conditions on Oak Street street,road_damage
Open sewage on Elm Street is a health hazard,sewage
Damaged road surface on MG Road needs fixing,road_damage
Sewage water is leaking on Cedar Street street,sewage
Park maintenance is poor at Park Lane,park_maintenance
Potholes are damaging vehicles on 5th Avenue,pothole
Park maintenance is poor at Main Street,park_maintenance
Park facilities at Birch Avenue need repair,park_maintenance
Loud noise from construction site at Elm Street is disturbing,noise
Traffic signal timing is wrong on MG Road,traffic_signal
Urgent repair needed for traffic lights at MG Road,traffic_signal
Garbage piles near Main Street are attracting rats,garbage
Poor lighting on 5th Avenue at night is dangerous,streetlight
Garbage is not collected for weeks in Cedar Street,garbage
Unsafe road conditions on Park Lane street,road_damage
Broken traffic light on 5th Avenue road causing traffic jams,traffic_signal
The park near MG Road is full of broken benches and trash,park_maintenance
Overflowing garbage bins at Pine Road need cleaning,garbage
Garbage piles near Park Lane are attracting rats,garbage
Traffic signals are malfunctioning at Maple Avenue intersection,traffic_signal
Please control noise at Elm Street during nights,noise
Park facilities at 5th Avenue need repair,park_maintenance
Garbage piles near Pine Road are attracting rats,garbage
The park near MG Road is full of broken benches and trash,park_maintenance
Sanitation facilities at Pine Road need improvement,sanitation
Dangerous pothole on Elm Street road is causing accidents,pothole
Traffic signal timing is wrong on MG Road,traffic_signal
Huge pothole near Elm Street needs urgent repair,pothole
Constant water leakage on Park Lane is wasting water,water_leakage
Poor lighting on Pine Road at night is dangerous,streetlight
Potholes are damaging vehicles on 5th Avenue,pothole
Please clean garbage from MG Road street,garbage
Water leakage near Birch Avenue has damaged the street,water_leakage
Poor lighting on Pine Road at night is dangerous,streetlight
Sanitation problem near Maple Avenue market,sanitation
Broken traffic light on 5th Avenue road causing traffic jams,traffic_signal
Please control noise at MG Road during nights,noise
Toilet cleanliness is poor at Maple Avenue park,sanitation
Road is cracked and unsafe on Cedar Street,road_damage
Sewage water is leaking on Maple Avenue street,sewage
Loud noise from construction site at Pine Road is disturbing,noise
Unsafe road conditions on Birch Avenue street,road_damage
Poor lighting on 5th Avenue at night is dangerous,streetlight
Damaged road surface on Elm Street needs fixing,road_damage
Toilet cleanliness is poor at MG Road park,sanitation
Sewage smell in the alley near Main Street is unbearable,sewage
Huge pothole near Park Lane needs urgent repair,pothole
Garbage dumping near Elm Street is causing health issues,garbage
Fix public sanitation issues at 5th Avenue,sanitation
Garbage dumping near Oak Street is causing health issues,garbage
High noise levels from Maple Avenue factory,noise
Street lights are not working properly at 5th Avenue,streetlight
Sewage water stagnating on Oak Street road,sewage
Traffic signal timing is wrong on Oak Street,traffic_signal
Open sewage on Birch Avenue is a health hazard,sewage
Unsafe road conditions on 5th Avenue street,road_damage
Sewage water stagnating on Park Lane road,sewage
Please control noise at MG Road during nights,noise
Garbage is not collected for weeks in Park Lane,garbage
Overflowing garbage bins at Cedar Street need cleaning,garbage
There is a large pothole on Pine Road causing danger,pothole
Loud noise from construction site at Main Street is disturbing,noise
Constant noise near Birch Avenue affecting residents,noise
Road is cracked and unsafe on Pine Road,road_damage
Garbage dumping near Main Street is causing health issues,garbage
Open sewage on Cedar Street is a health hazard,sewage
Potholes are damaging vehicles on Pine Road,pothole
Please control noise at MG Road during nights,noise
Street lights are not working properly at Pine Road,streetlight
Fix water leakage issue on Maple Avenue immediately,water_leakage
Please clean garbage from Oak Street street,garbage
Park facilities at Park Lane need repair,park_maintenance
Please control noise at Elm Street during nights,noise
Garbage piles near Elm Street are attracting rats,garbage
Noise pollution from Park Lane is unbearable,noise
Many potholes along Cedar Street street making it unsafe,pothole
Sanitation facilities at Cedar Street need improvement,sanitation
Garbage dumping near Pine Road is causing health issues,garbage
Huge pothole near Maple Avenue needs urgent repair,pothole
Huge pothole near Park Lane needs urgent repair,pothole
Please control noise at Park Lane during nights,noise
Potholes are damaging vehicles on MG Road,pothole
Urgent repair needed for traffic lights at Birch Avenue,traffic_signal
Repair the damaged road near Park Lane,road_damage
Please control noise at 5th Avenue during nights,noise
Sewage water stagnating on Birch Avenue road,sewage
Damaged road surface on Main Street needs fixing,road_damage
Park maintenance is poor at Elm Street,park_maintenance
Many street lights off on Main Street road,streetlight
Unsafe road conditions on Maple Avenue street,road_damage
Street lights are not working properly at Cedar Street,streetlight
Constant noise near Elm Street affecting residents,noise
Garbage piles near Main Street are attracting rats,garbage
Constant water leakage on Pine Road is wasting water,water_leakage
High noise levels from MG Road factory,noise
Sewage smell in the alley near Elm Street is unbearable,sewage
Potholes are damaging vehicles on Elm Street,pothole
Sanitation facilities at Cedar Street need improvement,sanitation
Garbage is not collected for weeks in Elm Street,garbage
Many potholes along MG Road street making it unsafe,pothole
Road is cracked and unsafe on 5th Avenue,road_damage
Sewage water is leaking on 5th Avenue street,sewage
Poor lighting on Main Street at night is dangerous,streetlight
Water is leaking from the pipe near 5th Avenue,water_leakage
Dark street due to faulty streetlights on Park Lane,streetlight
Sanitation facilities at Cedar Street need improvement,sanitation
Water is leaking from the pipe near Park Lane,water_leakage
High noise levels from Birch Avenue factory,noise
The park near 5th Avenue is full of broken benches and trash,park_maintenance
Dark street due to faulty streetlights on Pine Road,streetlight
Fix streetlight on Main Street quickly for safety,streetlight
Noise pollution from Maple Avenue is unbearable,noise
Sewage water stagnating on Main Street road,sewage
Open sewage on Cedar Street is a health hazard,sewage
Potholes are damaging vehicles on Main Street,pothole
Poor lighting on Park Lane at night is dangerous,streetlight
The park near Park Lane is full of broken benches and trash,park_maintenance
Constant noise near 5th Avenue affecting residents,noise
High noise levels from Maple Avenue factory,noise
Clean the park area near Main Street,park_maintenance
Road is cracked and unsafe on MG Road,road_damage
Fix public sanitation issues at Park Lane,sanitation
The park near Birch Avenue is full of broken benches and trash,park_maintenance
Park facilities at MG Road need repair,park_maintenance
Fix public sanitation issues at Oak Street,sanitation
Clean the park area near Birch Avenue,park_maintenance
Repair the damaged road near Maple Avenue,road_damage
Broken traffic light on Birch Avenue road causing traffic jams,traffic_signal
Clean the park area near Cedar Street,park_maintenance
Huge pothole near Oak Street needs urgent repair,pothole
Repair the damaged road near Oak Street,road_damage
Loud noise from construction site at MG Road is disturbing,noise
Garbage dumping near Cedar Street is causing health issues,garbage
Poor lighting on Main Street at night is dangerous,streetlight
Open sewage on MG Road is a health hazard,sewage
Please clean garbage from Elm Street street,garbage
Clean the park area near Elm Street,park_maintenance
Please clean garbage from Cedar Street street,garbage
Clean the park area near Birch Avenue,park_maintenance
Noise pollution from Park Lane is unbearable,noise
Dangerous pothole on 5th Avenue road is causing accidents,pothole
Repair the damaged road near Main Street,road_damage
Open sewage on Park Lane is a health hazard,sewage
Overflowing garbage bins at Birch Avenue need cleaning,garbage
